IBGE;UF;MUNICIPIO;CNES;NOME FANTASIA;RAZAO SOCIAL;CNPJ PROPRIO;CNPJ MANTENEDORA;TIPO GESTAO;LOGRADOURO;NUMERO;BAIRRO;CEP;LATITUDE;LONGITUDE
354850;SP;SANTOS;3692949;MARCIO DE VUONO;MARCIO DE VUONO;;;M;AVENIDA ALMIRANTE COCHRANE;58;APARECIDA;11040020;-23.97029;-46.30820
354850;SP;SANTOS;3608603;INSTITUTO DE METODOS DE D GRAFICOS EM CARDIOLOGIA SC LTDA;INSTITUTO DE METODOS DE D GRAFICOS EM CARDIOLOGIA SC LTDA;04483086000101;;M;AVENIDA CONSELHEIRO NEBIAS;580;BOQUEIRAO;11045002;-23.94581;-46.32172
354850;SP;SANTOS;3317730;CARLOS JOSE ALBURQUERQUE CUNHA;CARLOS JOSE ALBUQUERQUE CUNHA;;;M;RUA JULIO CONCEICAO;270;VILA MATHIAS;11015540;-23.95354;-46.32981
354850;SP;SANTOS;3349152;IMEDI INSTITUTO DE METODOS E DIAGNOSTICO DE SANTOS SC LTDA;IMEDI INSTITUTO DE METODOS E DIAGNOSTICO DE SANTOS SC LTDA;64720394000135;;M;RUA ALEXANDRE MARTINS;99;APARECIDA;11025201;-23.97835;-46.31256
354850;SP;SANTOS;3693279;ROGERIO PEREIRA SOARES;ROGERIO PEREIRA SOARES;;;M;RUA MIGUEL PRESGRAVE;19;BOQUEIRAO;11045030;-23.96147;-46.32238
354850;SP;SANTOS;3693368;MARIA CRISTINA JABBUR;MARIA CRISTINA JABBUR;;;M;AVENIDA DOS BANCARIOS;58;PONTA DA PRAIA;11030300;-23.98818;-46.30159
354850;SP;SANTOS;3707725;LOURDES FRAGA BONGIOVANNI;LOURDES FRAGA BONGIOVANNI;;;M;RUA CORONEL PEDRO ARBUES;163;PONTA DA PRAIA;11035050;-23.98122;-46.30340
354850;SP;SANTOS;3612244;FELISBERTO SERRA;FELISBERTO SERRA;;;M;AVENIDA SENADOR PINHEIRO MACHADO;430;MARAPE;11075000;-23.94590;-46.33440
354850;SP;SANTOS;3612279;KATIA CRISTINA VECCHI COELHO;KATIA CRISTINA VECCHI COELHO;;;M;AVENIDA CONSELHEIRO NEBIAS;726;BOQUEIRAO;11045002;-23.94581;-46.32172
354850;SP;SANTOS;3612309;RUI COELHO PEREIRA;RUI COELHO PEREIRA;;;M;AVENIDA SENADOR PINHEIRO MACHADO;430;MARAPE;11075000;-23.94590;-46.33440
354850;SP;SANTOS;3433897;CLINICA MEDICA DR GIL RIBEIRO DE MENDONCA JUNIOR LTDA;CLINICA MEDICA DR GIL RIBEIRO DE MENDONCA JUNIOR LTDA;03823917000184;;M;RUA GUIAO;66;BOQUEIRAO;11035260;-23.961;-46.334
354850;SP;SANTOS;3350061;GIUSEPPINA RINALDI DOLBANO;GIUSEPPINA RINALDI DOLBANO;;;M;RUA DOUTOR CARVALHO DE MENDONCA;230;CAMPO GRANDE;11060000;-23.95368;-46.33746
354850;SP;SANTOS;3351963;ENDOCENTRO;ENDOCENTRO SERVICOS MEDICOS LTDA;62289384000161;;M;AVENIDA DONA ANA COSTA;222;ENCRUZILHADA;11060002;-23.94517;-46.33019
354850;SP;SANTOS;3353109;MYRIAN MARAJO DAL SECCHI;MYRIAN MARAJO DAL SECCHI;;;M;AVENIDA DONA ANA COSTA;254;ENCRUZILHADA;11060000;-23.94517;-46.33019
354850;SP;SANTOS;3333701;INSTITUTO DE MOLESTIAS DO APARELHO DIGESTIVO E CABECA E PESC;INSTITUTO DE MOLESTIAS DO APARELHO DIGESTIVO E CABECA E PESC;58215385000194;;M;AVENIDA CONSELHEIRO NEBIAS;580;BOQUEIRAO;11045003;-23.94581;-46.32172
354850;SP;SANTOS;3333779;SILVIO DE SOUZA AUGUSTO;SILVIO DE SOUZA AUGUSTO;;;M;AVENIDA DONA ANA COSTA;254;CAMPO GRANDE;11060000;-23.95531;-46.33149
354850;SP;SANTOS;3723410;CLAUDIA TRETTIN PORCIUNCULA;CLAUDIA TRETTIN PORCIUNCULA;;;M;AVENIDA SENADOR FEIJO;686;VILA MATHIAS;11060001;-23.94769;-46.32681
354850;SP;SANTOS;3723429;JOAO CARLOS GARCIA;JOAO CARLOS GARCIA;;;M;AVENIDA DONA ANA COSTA;203;ENCRUZILHADA;11060001;-23.95152;-46.33104
354850;SP;SANTOS;3723461;IZILDA VENANCIO ALVES;IZILDA VENANCIO ALVES;;;M;AVENIDA CONSELHEIRO NEBIAS;730;BOQUEIRAO;11045002;-23.96586;-46.32376
354850;SP;SANTOS;3723496;RONALDO FORMENTO AGUIAR;RONALDO FORMENTO AGUIAR;;;M;AVENIDA CONSELHEIRO NEBIAS;730;BOQUEIRAO;11045903;-23.94581;-46.32172
354850;SP;SANTOS;3723534;CLAUDIO AUGUSTO DE MELO;CLAUDIO AUGUSTO DE MELO;;;M;RUA XAVIER PINHEIRO;244;VILA MATHIAS;11015090;-23.94999;-46.32498
354850;SP;SANTOS;3345734;CLINICA DR GILBERTO SIMAO ELIAS LTDA;CLINICA DR GILBERTO SIMAO ELIAS LTDA;51072296000197;;M;AVENIDA DONA ANA COSTA;493;GONZAGA;11060440;-23.94517;-46.33019
354850;SP;SANTOS;3723550;OFTALMOSANTOS CLINICA OFTALMOLOGICA DE SANTOS;OFTALMOSANTOS CLINICA OFTALMOLOGICA DE SANTOS LTDA;14950946000123;;M;RUA AZEVEDO SODRE;41;BOQUEIRAO;11055050;-23.96627;-46.33067
354850;SP;SANTOS;3723569;CERIS SOARES PEREIRA SAO MARTINHO;CERIS SOARES PEREIRA SAO MARTINHO;;;M;AVENIDA CONSELHEIRO NEBIAS;688;BOQUEIRAO;11045002;-23.94581;-46.32172
354850;SP;SANTOS;3723585;ROGERIO PORTO DA ROCHA DE OLIVEIRA;ROGERIO PORTO DA ROCHA DE OLIVEIRA;;;M;AVENIDA DONA ANA COSTA;120;VILA MATHIAS;11015090;-23.94517;-46.33019
354850;SP;SANTOS;3723623;DIRCEU CALIO ROLINO;DIRCEU CALIO ROLINO;;;M;AVENIDA DONA ANA COSTA;221;ENCRUZILHADA;11050220;-23.94517;-46.33019
354850;SP;SANTOS;7330197;ALESSANDRA ALVES CHAVES;ALESSANDRA ALVES CHAVES;;;M;RUA JOAQUIM TAVORA;226;VILA MATHIAS;11075300;-23.94856;-46.33664
354850;SP;SANTOS;7343507;VILA RICA CLINICA DE IMAGEM;ULTRA SOM VILA RICA DIAGNOSTICO POR IMAGEM LTDA;02347972000263;;M;AVENIDA REI ALBERTO I;243;PONTA DA PRAIA;11030381;-23.98980;-46.30321
354850;SP;SANTOS;7271530;CENTRO MEDICO FREI GALVAO SANTOS;INTERMEDICA SISTEMA DE SAUDE S A;44649812019823;;M;RUA DOUTOR HEITOR DE MORAES;15;BOQUEIRAO;11045570;-23.96981;-46.32474
354850;SP;SANTOS;7302096;ANNA CAROLINA IGARI;ANNA CAROLINA IGARI;;;M;RUA COMENDADOR MARTINS;308;VILA MATHIAS;11015531;-23.94263;-46.32735
354850;SP;SANTOS;7250118;VERIDIANA CLINICA MEDICA LTDA;VERIDIANA CLINICA MEDICA LTDA;14694928000128;;M;AVENIDA CONSELHEIRO NEBIAS;730;BOQUEIRAO;11015003;-23.94581;-46.32172
354850;SP;SANTOS;7224265;ADRIANA BEATRIZ SILVA TRAMUJAS VIANNA;ADRIANA BEATRIZ SILVA TRAMUJAS VIANNA;;;M;RUA PROFESSOR PAULO AUGUSTO BUENO WOLF;01;PONTA DA PRAIA;11030395;-23.98733;-46.29693
354850;SP;SANTOS;7240678;ALEX SANDRO MENEZES LOPES;ALEX SANDRO MENEZES LOPES;;;M;RUA SAO PAULO;41;VILA BELMIRO;11075330;-24.31644;-47.25715
354850;SP;SANTOS;7373678;ELCIO ROQUE KLEIPAUL;ELCIO ROQUE KLEIPAUL;;;M;PRACA VISCONDE DE MAUA;42;CENTRO;11010000;-23.93361;-46.32885
354850;SP;SANTOS;7269269;MARJU SERVICOS MEDICOS;MARJU SERVICOS MEDICOS LTDA EPP;24522091000193;;M;AVENIDA SENADOR PINHEIRO MACHADO;30;VILA MATHIAS;11075000;-23.96203;-46.34509
354850;SP;SANTOS;2698145;SECAO DE ATEND A REDE E PREVENCAO EM SAUDE BUCAL SEAPREV;MUNICIPIO DE SANTOS;;58200015000183;M;AV CONSELHEIRO NEBIAS;267;VILA MATHIAS;11015003;-23.94581;-46.32172
354850;SP;SANTOS;2052415;CENTRO DE ATENCAO PSICOSSOCIAL III DA VILA CAPS DA VILA;MUNICIPIO DE SANTOS;;58200015000183;M;AVENIDA SENADOR PINHEIRO MACHADO;718;MARAPE;11075002;-23.94590;-46.33440
354850;SP;SANTOS;7312814;LILIANA MORENO ALVES DE SOUZA;LILIANA MORENO ALVES DE SOUZA;;;M;RUA OTHON FELICIANO;02;GONZAGA;11060001;-23.96803;-46.33350
354850;SP;SANTOS;7320914;PLATANIA E PASCHOAL SERVICOS MEDICOS LTDA;PLATANIA E PASCHOAL SERVICOS MEDICOS LTDA;09611223000160;;M;AVENIDA ANA COSTA;311;GONZAGA;11060001;-23.94535;-46.33024
354850;SP;SANTOS;7317654;CELIA DOS SANTOS CABRAL;CELIA DOS SANTOS CABRAL;;;M;RUA EUCLIDES DA CUNHA;271;POMPEIA;11065101;-23.96552;-46.33864
354850;SP;SANTOS;7339062;AECIO ROGERIO CELESTINO;AECIO ROGERIO CELESTINO;;;M;RUA EUCLIDES DA CUNHA;11;GONZAGA;11065100;-23.94860;-46.35955
354850;SP;SANTOS;3702855;CENTRO DE ESPECIALIDADES ODONTOLOGICAS CEO ZNO;MUNICIPIO DE SANTOS;;58200015000183;M;RUA ANGELO MARTINS MELEIRO;436;CANALEIRA;11085580;-23.961;-46.334
354850;SP;SANTOS;7375255;MARIA DO SOCORRO ONOFRE DE LIRA;MARIA DO SOCORRO ONOFRE DE LIRA;;;M;AVENIDA DOUTOR BERNARDINO DE CAMPOS;562;CAMPO GRANDE;11065002;-23.95828;-46.33779
354850;SP;SANTOS;7244940;GASTROCARE;RODRIGUES E PERES LTDA ME;12969480000182;;M;AVENIDA DOUTOR BERNARDINO DE CAMPOS;562;CAMPO GRANDE;11065002;-23.95828;-46.33779
354850;SP;SANTOS;7244991;MEUDENTE CLINICA ODONTOLOGICA;MEUDENTE CLINICA ODONTOLOGICA LTDA ME;97554244000158;;M;RUA ITORORO;102;CENTRO;11010070;-23.93599;-46.32746
354850;SP;SANTOS;7361432;JOSUE REINALDO FERREIRA;JOSUE REINALDO FERREIRA;;;M;RUA CARLOS GOMES;39;CAMPO GRANDE;11075670;-23.95838;-46.34711
354850;SP;SANTOS;7358261;ANDRE TURINI RODAS;ANDRE TURINI RODAS;;;M;AVENIDA DONA ANA COSTA;493;GONZAGA;11060003;-23.94517;-46.33019
354850;SP;SANTOS;7357265;LAR ESPIRITA MENSAGEIROS DA LUZ PARALISIA CEREBRAL;LAR ESPIRITA MENSAGEIROS DA LUZ PARALISIA CEREBRAL;46781142000134;;M;RUA DOUTOR CUNHA MOREIRA;47;ENCRUZILHADA;11050240;-23.95488;-46.35131
354850;SP;SANTOS;5399033;ANA PAULA MANSUR JAPUR;ANA PAULA MANSUR JAPUR;;;M;AVENIDA DOUTOR EPITACIO PESSOA;172;EMBARE;11045300;-23.97392;-46.31879
354850;SP;SANTOS;5399157;MARIA HELENA ALVAREZ;MARIA HELENA ALVAREZ;;;M;RUA JOAQUIM TAVORA;290;VILA MATHIAS;11075300;-23.94876;-46.33496
354850;SP;SANTOS;6831664;CONSULTORIO ODONTOLOGICO ORLANDO FILIPPELLI JUNIOR;ORLANDO FILIPPELLI JUNIOR;;;M;AV ANA COSTA;121;GONZAGA;11060001;-23.94321;-46.32988
354850;SP;SANTOS;6738133;MEDMAR EMERGENCIAS;MEDMAR EMERGENCIAS LTDA ME;12472733000108;;M;AV ANA COSTA;83;VILA MATHIAS;11060001;-23.94821;-46.33056
354850;SP;SANTOS;6961061;CEDICOR;CENTRO DE DIAGNOSTICOS DO CORACAO DE SANTOS LTDA;13430082000156;;M;AV ANA COSTA;374;GOZANGA;11060002;-23.94321;-46.32988
354850;SP;SANTOS;6799744;MCM CENTER ODONTO;CENTER ODONTO ASSISTENCIA ODONTOLOGICA LTDA;01276200000134;;M;AV MARECHAL FLORIANO PEIXOTO;16;GONZAGA;11060300;-23.96717;-46.33625
354850;SP;SANTOS;6846491;BIO LABORATORIO DE ANALISES CLINICAS DE SANTOS LTDA;BIO LABORATORIO DE ANALISES CLINICAS DE SANTOS LTDA;52251659000114;;M;RUA VIRIATO CORREA DA COSTA;34;JD SANTA MARIA;11080020;-23.94120;-46.37069
354850;SP;SANTOS;7000731;SAMU 1 BASE SEDE;MUNICIPIO DE SANTOS;;58200015000183;M;RUA BARAO DE PARANAPIACABA;241;ENCRUZILHADA;11050250;-23.95663;-46.33150
354850;SP;SANTOS;6724094;DJEANE MOURA DOS SANTOS OLIVEIRA;CONSULTORIO DJEANE MOURA DOS SANTOS OLIVEIRA;;;M;AVENIDA ANA COSTA;121;VILA MATHIAS;11060001;-23.94478;-46.33009
354850;SP;SANTOS;3390632;LITOMED SERVICOS MEDICOS SC LTDA;LITOMED SERVICOS MEDICOS SC LTDA;03807478000116;;M;RUA DOUTOR OLINTHO RODRIGUES DANTAS;343;ENCRUZILHADA;11050220;-23.95315;-46.32956
354850;SP;SANTOS;6977901;SOLUCAO SAUDE;SOLUCAO SAUDE CLINICA DE HIPERTENSAO LTDA;00034328000129;;M;RUA BOLIVAR;91;BOQUEIRAO;11045360;-23.96914;-46.32119
354850;SP;SANTOS;6306926;CONSULTORIO ODONTOLOGICO MARIANA COSTA PARDUCCI;MARIANA COSTA PARDUCCI;;;M;RUA JANUARIO DOS SANTOS;143;APARECIDA;11030560;-23.98075;-46.30862
354850;SP;SANTOS;6756468;UNIMED DE SANTOS WASHINGTON LUIZ;UNIMED DE SANTOS COOPERATIVA DE TRABALHO MEDICO;58229691001151;;M;AVENIDA WASHINGTON LUIZ;409;BOQUEIRAO;11055011;-23.95699;-46.32628
354850;SP;SANTOS;6581307;VASCONCELOS VASCONCELOS LTDA;VASCONCELOS VASCONCELOS LTDA;03226903000183;;M;RUA AZEVEDO SODRE;65;GONZAGA;11055050;-23.96627;-46.33067
354850;SP;SANTOS;6771076;DOMI;DOMI ASSISTENCIA MEDICA E DE ENF DOMICILIAR LTDA;71546204000170;;M;RUA TIRADENTES;19;VILA BELMIRO;11075530;-23.95109;-46.33723
354850;SP;SANTOS;6384528;CONSULTORIO DE ANGIOLOGIA CLINICA E CIRURGIA VASCULAR;MARCELO MARTINEZ SPANO;;;M;AVENIDA PEDRO LESSA;2721;EMBARE;11025003;-23.97107;-46.30903
354850;SP;SANTOS;6751741;CONSULTORIO DE ODONTOLOGIA ANDREA PAULA F FALINO;ANDREA PAULA FERREIRA FALINO;;;M;RUA DOUTOR ESTACIO CORREA;55;BOQUEIRAO;11045020;-23.96394;-46.32610
354850;SP;SANTOS;6383963;CONSULTORIO DE PSICOLOGIA;MARCIA MACHADO PRATES;;;M;AVENIDA DONA ANA COSTA;254;CAMPO GRANDE;11060000;-23.94517;-46.33019
354850;SP;SANTOS;6915906;ANA LUCIA SIMOES FORTE;ANA LUCIA SIMOES FORTE;;;M;AV PEDRO LESSA;2721;EMBARE;11040270;-23.97107;-46.30903
354850;SP;SANTOS;6253458;CONSULTORIO ODONTOLOGICO SILMARA CRISTINA LIMA PERON SANTOS;SILMARA CRISTINA LIMA PERON;;;M;AVENIDA AFONSO PENA;99;MACUCO;11020001;-23.95792;-46.32188
354850;SP;SANTOS;6850588;MED IMAGEM GUARUJA;ADRIANA TELES DE ANDRADE EPP;04891094000197;;M;AV DR CARVALHO DE MENDONCA;335;VILA BELMIRO;11070101;-23.95295;-46.33445
354850;SP;SANTOS;3705765;MARIA HELENA VIEIRA NOGUEIRA;MARIA HELENA VIEIRA NOGUEIRA;;;M;PRACA PADRE CHAMPAGNAT;5;ENCRUZILHADA;11015440;-23.95038;-46.32392
354850;SP;SANTOS;6255965;NEUROCENTER;NEUROCENTER LTDA;02377739000142;;M;RUA LUIZ DE CAMOES;192;ENCRUZILHADA;11015401;-23.94900;-46.32451
354850;SP;SANTOS;6998097;ADRIANA PEREIRA;ADRIANA PEREIRA;;;M;AV CONSELHEIRO NEBIAS;580;BOQUEIRAO;11045002;-23.96568;-46.32353
354850;SP;SANTOS;6998704;COMPLEXO HOSPITALAR DOS ESTIVADORES;MUNICIPIO DE SANTOS;;58200015000183;M;AVENIDA CONSELHEIRO NEBIAS;401;ENCRUZILHADA;11045001;-23.961;-46.334
354850;SP;SANTOS;6348955;LAURICILDA DE FREITAS;LAURICILDA DE FREITAS;;;M;RUA GENERAL CAMARA;05;CENTRO;11010121;-23.93423;-46.32656
354850;SP;SANTOS;6344933;ANGIOCORPORE UNIDADE 03;ANGIOCORPORE INSTITUTO DE MEDICINA CARDIOVASCULAR LTDA;66499658000106;;M;AVENIDA DONA ANA COSTA;361;GONZAGA;11060003;-23.94517;-46.33019
354850;SP;SANTOS;6963218;CENTER EXAMES LABORATORIO;CENTER EXAMES LABORATORIO DE ANALISES CLINICAS;14134552000105;;M;AV WASHINGTON LUIZ;148;VILA MATIAS;11050200;-23.95699;-46.32628
354850;SP;SANTOS;3245608;CONSULTORIO MEDICONEURO;DR JULIO GALLANI DA CUNHA;;;M;RUA DOUTOR OLYNTHO RODRIGUES DANTAS;83;ENCRUZILHADA;11050220;-23.95271;-46.32747
354850;SP;SANTOS;6509924;CONSULTORIO ODONTOLOGICO MARIA DINORA RODRIGUES NOVAES;MARIA DINORA RODRIGUES NOVAES;;;M;AVENIDA PEDRO LESSA;2287;APARECIDA;11025003;-23.97107;-46.30903
354850;SP;SANTOS;7018886;CLINICA BRAGA;CLINICA BRAGA LTDA ME;21187767000141;;M;AVENIDA SENADOR FEIJO;686;VILA MATHIAS;11015504;-23.94769;-46.32681
354850;SP;SANTOS;6751857;CONSULTORIO PRISCILA COSTA FERREIRA;PRISCILA COSTA FERREIRA;;;M;AV AFONSO PENA;167;MACUCO;11020001;-23.95792;-46.32188
354850;SP;SANTOS;6699510;SILVIA HELENA ANDRE LISBOA;SILVIA HELENA ANDRE LISBOA;;;M;RUA DOUTOR CARVALHO DE MENDONCA;247;VILA BELMIRO;11070101;-23.95368;-46.33746
354850;SP;SANTOS;6472990;CLINICA ODONTOLOGICA IMPLANTOTAL;G2VR SERVICOS ODONTOLOGICOS S S LTDA;09412989000115;;M;AVENIDA CONSELHEIRO NEBIAS;625;BOQUEIRAO;11045003;-23.94581;-46.32172
354850;SP;SANTOS;6371159;CONSULTORIO DE GINECOLOGIA;ALVARO DIAS DE MOURA RIBEIRO;;;M;RUA SAMPAIO MOREIRA;39;EMBARE;11040080;-23.97655;-46.31515
354850;SP;SANTOS;6559468;CONSULTORIO ODONTOLOGICO EDNEI SHIGEEDA DE ANDRADE;EDNEI SHIGEEDA DE ANDRADE;;;M;RUA BARAO DE RAMALHO;166;MACUCO;11015320;-23.96639;-46.30862
354850;SP;SANTOS;6671470;HOSPITALITA HOME CARE;HOSPITALITA ATEND DOMICILIAR EM SAUDE LTDA;05615338000252;;M;RUA ITAPURA DE MIRANDA;158;BOQUEIRAO;11055090;-23.96558;-46.32601
354850;SP;SANTOS;6664733;CONSULTORIO DE PSIQUIATRIA EDUARDO CALMON DE MOURA;EDUARDO CALMON DE MOURA;11597103000105;;M;AVENIDA AFONSO PENA;180;BOQUEIRAO;11020000;-23.95792;-46.32188
354850;SP;SANTOS;3752267;ROSANA MOREIRA BORQUEZ;ROSANA MOREIRA BORGUEZ;;;M;RUA BEZERRA DE MENEZES;164;ESTUARIO;11020050;-23.97221;-46.30316
354850;SP;SANTOS;3950468;GINOMA;GINOMA SERVICOS MEDICOS LTDA;05056181000191;;M;RUA DOUTOR OLYNTHO RODRIGUES DANTAS;343;ENCRUZILHADA;11050220;-23.95322;-46.32958
354850;SP;SANTOS;3362140;ANA CARLA PAES LEME;ANA CARLA PAES LEME;;;M;RUA DOUTOR OLYNTHO RODRIGUES DANTAS;343;ENCRUZILHADA;11050220;-23.95322;-46.32958
354850;SP;SANTOS;3245756;TANIA APARECIDA SANCHES FASSIMA;TANIA APARECIDA SANCHES FASSIMA;;;M;PRACA DA INDEPENDENCIA;11;GONZAGA;11060100;-23.96749;-46.33328
354850;SP;SANTOS;3863182;FRANKLIN LEITE RODRIGUES;FRANKLIN LEITE RODRIGUES;;;M;RUA DOUTOR OLYNTHO RODRIGUES DANTAS;343;ENCRUZILHADA;11050220;-23.95322;-46.32958
354850;SP;SANTOS;3696316;VALERIA BRUNO BARBOSA;VALERIA BRUNO BARBOSA;;;M;RUA PRUDENTE DE MORAIS;75;VILA MATHIAS;11075251;-23.94605;-46.33140
354850;SP;SANTOS;3527506;CLINICA R L AUN LTDA;CLINICA R L AUN LTDA;10338546000100;;M;RUA DOUTOR OLYNTHO RODRIGUES DANTAS;343;ENCRUZILHADA;11050220;-23.95322;-46.32958
354850;SP;SANTOS;3612287;NATAL ZUPPO NETO;NATAL ZUPPO NETO;;;M;RUA DOUTOR OLYNTHO RODRIGUES DANTAS;343;ENCRUZILHADA;11050220;-23.95274;-46.32780
354850;SP;SANTOS;3790002;NUCLEO DE CIRURGIA DE CABECA E PESCOCO DE SANTOS;NUCLEO DE CIRURGIA DE CABECA E PESCOCO DE SANTOS LTDA;01975114000110;;M;AVENIDA CONSELHEIRO NEBIAS;444;ENCRUZILHADA;11050220;-23.95322;-46.32958
354850;SP;SANTOS;3764915;MONICA YASMIN PINTO CORRADO;MONICA YASMIN PINTO CORRADO;;;M;RUA EUCLIDES DA CUNHA;11;GONZAGA;11060410;-23.96553;-46.33832
354850;SP;SANTOS;3705838;RAIMUNDO GUIMARAES NOGUEIRA FILHO;RAIMUNDO GUIMARAES NOGUEIRA FILHO;;;M;PRACA PADRE CHAMPAGNET;05;ENCRUZILHADA;11015440;-23.96576;-46.32657
354850;SP;SANTOS;3935612;JOSE ADEMIR DE SALLES;JOSE ADEMIR DE SALES;;;M;RUA DOUTOR OLYNTHO RODRIGUES DANTAS;343;ENCRUZILHADA;11050220;-23.95322;-46.32958
354850;SP;SANTOS;3460568;ANDREA CRISTINA DE FREITAS RODRIGUES GUIDONI;ANDREA CRISTINA DE FREITAS RODRIGUES GUIDONI;;;M;RUA DOUTOR OLYNTHO RODRIGUES DANTAS;343;ENCRUZILHADA;11050220;-23.95322;-46.32958
354850;SP;SANTOS;5026164;CLINICA MEDICA LUGONFREIRE LTDA;CLINICA MEDICA LUGONFREIRE LTDA;20516771000143;;M;AVENIDA DONA ANA COSTA;221;ENCRUZILHADA;11060001;-23.94517;-46.33019
354850;SP;SANTOS;5148391;ALEXIS CARNEIRO;ALEXIS CARNEIRO;;;M;RUA DOUTOR OLYNTHO RODRIGUES DANTAS;343;ENCRUZILHADA;11050220;-23.95322;-46.32958
354850;SP;SANTOS;3705811;JOSE CARLOS SCURATO PATRAO;JOSE CARLOS SCURATO PATRAO;;;M;RUA DOUTOR OLYNTHO RODRIGUES DANTAS;343;ENCRUZILHADA;11050220;-23.95322;-46.32958
354850;SP;SANTOS;3956458;WALTER NEI NASCIMENTO;WALTER NEI NASCIMENTO;;;M;RUA DOUTOR OLYNTHO RODRIGUES DANTAS;343;ENCRUZILHADA;11050220;-23.95322;-46.32958
354850;SP;SANTOS;3698688;WALTER PAIVA CRUZ;WALTER PAIVA CRUZ;;;M;RUA DOUTOR OLYNTHO RODRIGUES DANTAS;343;ENCRUZILHADA;11050220;-23.95322;-46.32958
354850;SP;SANTOS;3970469;MICHELLA CHRISTINE LOPES CHAYAMITI;MICHELLA CHRISTINE LOPES CHAYAMITI;;;M;RUA PINDOROMA;01;BOQUEIRAO;11045530;-23.96576;-46.32597
354850;SP;SANTOS;6372163;CONSULTORIO DE PSICOLOGIA;CARLA ANDREA ZIEMKIEWICZ DE CARVALHO PINTO;;;M;AVENIDA CONSELHEIRO NEBIAS;754;BOQUEIRAO;11045002;-23.95322;-46.32958
354850;SP;SANTOS;2074435;SINDICATO DOS URBANITARIOS;SINDICATO DOS TRAB IND URB BAIXADA SANTIST LIT SUL E V RIBEI;58194895000122;;M;RUA SAO PAULO;24;VILA BELMIRO;11075330;-23.93976;-46.30093
354850;SP;SANTOS;6353835;ISAC;ISAC INSTITUTO SANTISTA DE ANALISE DO COMPORTAMENTO LTDA;10501234000176;;M;AVENIDA DOUTOR PEDRO LESSA;1640;APARECIDA;11025002;-23.96684;-46.31542
354850;SP;SANTOS;6768431;OTOSANTOS;CLINICA DINATO ASSUNCAO LTDA EPP;10888093000196;;M;RUA GUAIAO;66;APARECIDA;11035260;-23.94581;-46.32172
354850;SP;SANTOS;6569692;PRISCILA MAGALHAES GONZALEZ DE MENEZES;PRISCILA MAGALHAES GONZALEZ DE MENEZES;;;M;AVENIDA PEDRO LESSA;2287;APARECIDA;11025003;-23.97225;-46.30728
354850;SP;SANTOS;6846505;CONSULTORIO PSICOLOGIA ELISABETE FERNANDES SIMOES DE FREITAS;ELISABETE FERNANDES SIMOES DE FREITAS;;;M;AV ALMIRANTE COCHRANE;194;APARECIDA;11035210;-23.96686;-46.30355
354850;SP;SANTOS;7000790;SAMU 5 BASE AREA CONTINENTAL CARUARA;MUNICIPIO DE SANTOS;;58200015000183;M;PRACA DAS PALMEIRAS;S/N;CARUARA;11200970;-23.961;-46.334
354850;SP;SANTOS;6830900;UNIMED SANTOS UNIDADE JOAQUIM TAVORA;UNIMED DE SANTOS COOPERATIVA DE TRABALHO MEDICO;58229691001070;;M;RUA JOAQUIM TAVORA;190;VILA MATHIAS;11075300;-23.94856;-46.33664
354850;SP;SANTOS;6370632;PARINAMA CONSULTORIA EM SAUDE E RPG;PARINAMA CONSULTORIA EM SAUDE E RPG LTDA;04595759000115;;M;RUA ASSIS CORREA;60;GONZAGA;11055310;-23.96580;-46.33147
354850;SP;SANTOS;2698528;SECAO CASA DE APOIO E SOLIDARIEDADE AO PACIENTE DE AIDS;MUNICIPIO DE SANTOS;;58200015000183;M;RUA VAHIA DE ABREU;57;BOQUEIRAO;11050120;-23.961;-46.334
354850;SP;SANTOS;6746489;CONSULTORIO DR RUI ALBERTO MENDES MOREIRA;RUI ALBERTO MENDES MOREIRA;;;M;AVENIDA ANA COSTA;254;ENCRUZILHADA;11060000;-23.94321;-46.32988
354850;SP;SANTOS;7004249;ALEXANDRE AUGUSTO PRIETO LUNA;ALEXANDRE AUGUSTO PRIETO LUNA;;;M;AV ANA COSTA;100;VILA MATHIAS;11060000;-23.94321;-46.32988
354850;SP;SANTOS;7004338;SAPIA ODONTOLOGIA;SAPIA ODONTOLOGIA LTDA;11391219000185;;M;RUA FERNAO DIAS;12;GONZAGA;11055220;-23.96865;-46.33162
354850;SP;SANTOS;6849768;CONSULTORIO PSIQUIATRIA SANDRA LIA CHIORO DOS REIS;SANDRA LIA CHIORO DOS REIS;;;M;AV ANA COSTA;258;ENCRUZILHADA;11060000;-23.94321;-46.32988
354850;SP;SANTOS;6504655;CONSULTORIO DE PSICOLOGIA ELOISA DE SOUZA E SILVA SARAIVA;ELOISA DE SOUZA E SILVA SARAIVA;;;M;AVENIDA AFONSO PENA;152;EMBARE;11020000;-23.95792;-46.32188
354850;SP;SANTOS;6502695;UNIDADE DE SAUDE DA FAMILIA JARDIM CASTELO;MUNICIPIO DE SANTOS;;58200015000183;M;RUA FRANCISCO DE BARROS MELLO;184;JARDIM CASTELO;11087450;-23.961;-46.334
354850;SP;SANTOS;6836119;LABORATORIO DE PROTESE CEO SANTOS;MUNICIPIO DE SANTOS;;58200015000183;M;RUA XAVIER PINHEIRO;286;VILA MATHIAS;11015090;-23.94999;-46.32498
