IBGE;UF;MUNICIPIO;CNES;NOME FANTASIA;RAZAO SOCIAL;CNPJ PROPRIO;CNPJ MANTENEDORA;TIPO GESTAO;LOGRADOURO;NUMERO;BAIRRO;CEP;LATITUDE;LONGITUDE
354850;SP;SANTOS;5016290;FRANCISCO CARLOS MORAES DOS SANTOS;FRANCISCO CARLOS MORAES DOS SANTOS;;;M;AVENIDA DOUTOR PEDRO LESSA;523;PONTA DA PRAIA;11025001;-23.96684;-46.31542
354850;SP;SANTOS;5019656;RAFAELA SAPAG DAGUAR;RAFAELA SAPAG DAGUAR;;;M;RUA AZEVEDO SODRE;121;GONZAGA;11055051;-23.96627;-46.33067
354850;SP;SANTOS;5020301;CLIOS CLINICA OFTALMOLOGICA S S LTDA EPP;CLIOS CLINICA OFTALMOLOGICA S S LTDA EPP;10173218000100;;M;RUA FIRMINO BARBOSA;155;BOQUEIRAO;11055130;-23.96712;-46.32650
354850;SP;SANTOS;5021189;PAULO ROBERTO BARBOSA MARASCA;PAULO ROBERTO BARBOSA MARASCA;;;M;AVENIDA DOUTOR EPITACIO PESSOA;686;PONTA DA PRAIA;11030602;-23.98325;-46.30715
354850;SP;SANTOS;3935604;AURORA DIAGNOSTICO EM OUVIDOS NARIZ E GARGANTA LTDA;AURORA DIAGNOSTICO EM OUVIDOS NARIZ E GARGANTA LTDA;04532908000105;;M;AVENIDA DONA ANA COSTA;151;ENCRUZILHADA;11060001;-23.94517;-46.33019
354850;SP;SANTOS;3332705;VERONICA COSTA GUIMARAES;VERONICA COSTA GUIMARAES;35701862000126;;M;AVENIDA DOUTOR BERNARDINO DE CAMPOS;562;JOSE MENINO;11065001;-23.95828;-46.33779
354850;SP;SANTOS;3374262;CLINICA DE GASTROENTEROLOGIA DR SUZUKI LTDA;CLINICA DE GASTROENTEROLOGIA DR SUZUKI LTDA;01409935000199;;M;AVENIDA DONA ANA COSTA;414;GONZAGA;11060002;-23.94517;-46.33019
354850;SP;SANTOS;3376400;URO CENTER;URO CENTER INSTUTO DE UROLOGIA DA BAIXADA SANTISTA LTDA;01571047000178;;M;RUA DOUTOR OLYNTHO RODRIGUES DANTAS;343;ENCRUZILHADA;11050220;-23.95322;-46.32958
354850;SP;SANTOS;3384411;BOTURAO BOTURAO HEMATOLOGIA CLINICO LTDA;BOTURAO BOTURAO HEMATOLOGIA CLINICO LTDA;05631402000108;;M;AVENIDA DONA ANA COSTA;361;GONZAGA;11060003;-23.94517;-46.33019
354850;SP;SANTOS;3926788;I A N INSTITUTO AVANCADO NEUROLOGICO DE SANTOS LTDA ME;I A N INSTITUTO AVANCADO NEUROLOGICO DE SANTOS LTDA ME;68026020000175;;M;RUA GOIAS;119;GONZAGA;11050101;-23.96335;-46.33209
354850;SP;SANTOS;5049849;MARIA ALICE DE ANDRADE QUARESMA;MARIA ALICE DE ANDRADE QUARESMA;;;M;AVENIDA DOUTOR PEDRO LESSA;2287;EMBARE;11025003;-23.96684;-46.31542
354850;SP;SANTOS;3907260;ENDIPROCT SERVICO MEDICOS S S LTDA;ENDIPROCT SERVICO MEDICOS S S LTDA;62291067000180;;M;RUA DOUTOR MIGUEL PRESGRAVE;34;BOQUEIRAO;11060401;-23.96545;-46.33164
354850;SP;SANTOS;3907287;CENTRO INTEGRADO DE NEUROLOGIA E NEUROCIRURGIA DE SANTOS;CENTRO INTEGRADO DE NEUROLOGIA E NEUROCIRURGIA DE SANTOS;03741772000172;;M;AVENIDA AFONSO PENA;314;BOQUEIRAO;11025903;-23.95792;-46.32188
354850;SP;SANTOS;3933091;ELIANA DOMINGUES GONCALVES;ELIANA DOMINGUES GONCALVES;;;M;AVENIDA DOUTOR PEDRO LESSA;1640;APARECIDA;11025002;-23.96684;-46.31542
354850;SP;SANTOS;3933113;KELLI CRISTINA LEAL;KELLI CRISTINA LEAL;;;M;AVENIDA DOUTOR PEDRO LESSA;1111;APARECIDA;11025010;-23.96684;-46.31542
354850;SP;SANTOS;3933156;VERA LUCIA DE BRITO;VERA LUCIA DE BRITO;;;M;RUA PASTEUR;54;GONZAGA;11060440;-23.96288;-46.33465
354850;SP;SANTOS;3814440;NEYSA DE CAMPOS MELLO;NEYSA DE CAMPOS MELLO;;;M;RUA DOUTOR CARVALHO DE MENDONCA;189;ENCRUZILHADA;11070100;-23.95264;-46.33273
354850;SP;SANTOS;3912388;ARTHUR BODSTEIN VILLACA;ARTHUR BODSTEIN VILLACA;;;M;AVENIDA CONSELHEIRO NEBIAS;730;BOQUEIRAO;11045002;-23.94581;-46.32172
354850;SP;SANTOS;3912426;EDMA HADDAD DAUD;EDMA HADDAD DAUD;;;M;RUA GOIAS;225;GONZAGA;11050101;-23.96005;-46.32162
354850;SP;SANTOS;3913929;PROCORT PROCED E CONSULT EM ORTOP TRAUMATOLOGIA LTDA;PROCORT PROCED E CONSULT EM ORTOP TRAUMATOLOGIA LTDA;07578777000187;;M;AVENIDA CONSELHEIRO NEBIAS;754;BOQUEIRAO;11045002;-23.94581;-46.32172
354850;SP;SANTOS;3914755;ULTRA IMAGEM S C LTDA;ULTRA IMAGEM S C LTDA;04269748000145;;M;AVENIDA DOUTOR BERNARDINO DE CAMPOS;562;CAMPO GRANDE;11065002;-23.95828;-46.33779
354850;SP;SANTOS;3916111;LEILA ZUQUIM;LEILA ZUQUIM;;;M;RUA JURUBATUBA;127;PONTA DA PRAIA;11035101;-23.97744;-46.30314
354850;SP;SANTOS;3916162;THAIS CRISTINA DE CASTRO CONDE GALVAO;THAIS CRISTINA DE CASTRO CONDE GALVAO;;;M;AVENIDA AFONSO PENA;312;BOQUEIRAO;11020000;-23.95792;-46.32188
354850;SP;SANTOS;3987558;NILCEU PEREIRA CASSITAS;NILCEU PEREIRA CASSITAS;;;M;RUA LUIZ SUPLICY;75;GONZAGA;11055330;-23.96196;-46.32975
354850;SP;SANTOS;3797368;MARIA FATIMA MAKLOUF AMORIM RUIZ;MARIA FATIMA MAKLOUF AMORIM RUIZ;;;M;RUA CONSELHEIRO RIBAS;457;EMBARE;11040050;-23.97518;-46.31403
354850;SP;SANTOS;3797384;CLINICA VIDA MASTOLOGIA E GINECOLOGIA;CLINICA VIDA MASTOLOGIA E GINECOLOGIA LTDA ME;17849833000124;;M;AVENIDA DONA ANA COSTA;296;VILA MATHIAS;11060000;-23.94517;-46.33019
354850;SP;SANTOS;3799794;ARNALDO ETZEL;ARNALDO ETZEL;;;M;AVENIDA CONSELHEIRO NEBIAS;635;BOQUEIRAO;11045002;-23.94581;-46.32172
354850;SP;SANTOS;3800113;UNIDADE SANTISTA DE DIAGNOSTICO POR IMAGEM S S LTDA;UNIDADE SANTISTA DE DIAGNOSTICO POR IMAGEM S S LTDA;71554778000190;;M;AVENIDA CONSELHEIRO NEBIAS;521;BOQUEIRAO;11045001;-23.94581;-46.32172
354850;SP;SANTOS;3486435;GUSTAVO ANTONIETTE;GUSTAVO ANTONIETTE;;;M;AVENIDA DONA ANA COSTA;151;GONZAGA;11060001;-23.94517;-46.33019
354850;SP;SANTOS;3501167;NORMA SUELI DE CARVALHO CASTRO;NORMA SUELI DE CARVALHO CASTRO;;;M;AVENIDA DOUTOR BERNARDINO DE CAMPOS;562;JOSE MENINO;11070101;-23.95828;-46.33779
354850;SP;SANTOS;3386503;VALTER MAKOTO NAKAGAWA;VALTER MAKOTO NAKAGAWA;;;M;AVENIDA CONSELHEIRO NEBIAS;731;BOQUEIRAO;11045003;-23.96425;-46.32355
354850;SP;SANTOS;3980308;MARIA FERNANDA CARMIM REYES;MARIA FERNANDA CARDIM REYES;;;M;AVENIDA DONA ANA COSTA;120;VILA MATHIAS;11060000;-23.96292;-46.33234
354850;SP;SANTOS;3981738;DYLCO PEREIRA DA COSTA;DYLCO PEREIRA DA COSTA;;;M;AVENIDA DONA ANA COSTA;493;GONZAGA;11060003;-23.94517;-46.33019
354850;SP;SANTOS;3979431;OCTACILIO SANT ANNA JUNIOR;SANTANNA MEDICINA ESPECIALIZADA LTDA;14458907000103;;M;AVENIDA DOUTOR BERNARDINO DE CAMPOS;562;POMPEIA;11065002;-23.96092;-46.33833
354850;SP;SANTOS;5370019;UNIDADE DE SAUDE DA FAMILIA PENHA;MUNICIPIO DE SANTOS;;58200015000183;M;RUA TRES;150;MORRO PENHA;11081220;-23.961;-46.334
354850;SP;SANTOS;5399130;DICAMEDICA;DICAMEDICA SERVICOS MEDICOS LTDA;02936158000101;;M;AVENIDA DONA ANA COSTA;414;GONZAGA;11060002;-23.94517;-46.33019
354850;SP;SANTOS;5399181;JOSE SANTOS GONCALVES;JOSE SANTOS GONCALVES;;;M;AVENIDA DONA ANA COSTA;258;ENCRUZILHADA;11060000;-23.94517;-46.33019
354850;SP;SANTOS;3664414;CONSULTORIO MEDICO DECIO REIMAO;DECIO LOURENCO REIMAO;;;M;AVENIDA DOUTOR BERNARDINO DE CAMPOS;562;POMPEIA;11065002;-23.95828;-46.33779
354850;SP;SANTOS;3588912;MARCIA MIYASHIRO LOUREIRO;MARCIA MIYASHIRO LOUREIRO;;;M;RUA PERNANBUCO;95;GONZAGA;11065050;-23.96496;-46.33747
354850;SP;SANTOS;3696405;CASSIO FREDERICK GONCALVES RICHTER;CASSIO FREDERICK GONCALVES RICHTER;;;M;RUA GOITACAZES;6;GONZAGA;11055210;-23.95111;-46.34033
354850;SP;SANTOS;2050064;UNIDADE DE SAUDE DA FAMILIA CARUARA;MUNICIPIO DE SANTOS;;58200015000183;M;RUA ANDRADE SOARES;800;CARUARA;11025201;-23.961;-46.334
354850;SP;SANTOS;3395847;JOSE RUBENS AFONSO;JOSE RUBENS AFONSO;;;M;AVENIDA ALMIRANTE COCHRANE;238;MACUCO;11040002;-23.96686;-46.30355
354850;SP;SANTOS;5448794;SILVIA HELENA GERDULLI;SILVIA HELENA GERDULLI;;;M;RUA MARECHAL DEODORO DA FONSECA;05;GONZAGA;11060000;-23.96358;-46.33629
354850;SP;SANTOS;5676959;SECRETARIA MUNICIPAL DE SAUDE DE SANTOS;MUNICIPIO DE SANTOS;;58200015000183;M;RUA AMADOR BUENO;333;PAQUETA;11013153;-23.961;-46.334
354850;SP;SANTOS;3707717;LUIZ FERNANDO LOURENCO BALLIO;LUIZ FERNANDO LOURENCO BALLIO;;;M;AVENIDA CONSELHEIRO NEBIAS;18;EMBARE;11025010;-23.95080;-46.32226
354850;SP;SANTOS;3817881;CLAUDIA GUEDES OMUR0;CLAUDIA GUEDES OMURO;;;M;AVENIDA DOUTOR PEDRO LESSA;1640;APARECIDA;11025002;-23.96684;-46.31542
354850;SP;SANTOS;3696421;MARIA ANGELICA MARCAL DE BRITO;MARIA ANGELICA MARCAL DE BRITO;;;M;RUA OTAVIO SPAGNOLO;01;BOQUEIRAO;11045230;-23.96750;-46.32655
354850;SP;SANTOS;2062364;UNIDADE DE SAUDE DA FAMILIA DO BOM RETIRO;MUNICIPIO DE SANTOS;;58200015000183;M;RUA JOAO FRACAROLLI;S/N;SANTA MARIA;11089230;-23.961;-46.334
354850;SP;SANTOS;5370000;UNIDADE DE SAUDE DA FAMILIA VILA PROGRESSO;MUNICIPIO DE SANTOS;;58200015000183;M;RUA 3;12;MORRO DA VILA PROGRE;11080310;-23.961;-46.334
354850;SP;SANTOS;5036542;FERNANDO HENRIQUE VIEIRA LELLIS;FERNANDO HENRIQUE VIEIRA LELLIS;;;M;AV CONSELHEIRO NEBIAS;731;BOQUEIRAO;11030570;-23.94581;-46.32172
354850;SP;SANTOS;3695670;EDUARDO SILVEIRA;EDUARDO SILVEIRA;;;M;RUA PROFESSOR PAULO BUENO WOLF;01;PONTA DA PRAIA;11030381;-23.98201;-46.29690
354850;SP;SANTOS;5458579;GUINES ANTUNES ALVAREZ;GUINES ANTUNES ALVAREZ;;;M;RUA TOLENTINO FILGUEIRAS;60;GONZAGA;11065200;-23.96470;-46.33125
354850;SP;SANTOS;3695727;MARIA ISABEL GOMES DA SILVA SILVEIRA;MARIA ISABEL GOMES DA SILVA SILVEIRA;;;M;RUA PROFESSOR PAULO BUENO WOLF;01;PONTA DA PRAIA;11030381;-23.98484;-46.30119
354850;SP;SANTOS;3384446;ARNALDO MARQUES DE SOUZA;ARNALDO MARQUES DE SOUZA;;;M;RUA PAULO AUGUSTO BUENO WOLF;01;PONTA DA PRAIA;11030381;-23.98891;-46.30218
354850;SP;SANTOS;3732622;IVAN DANIEL ARNOSTI;IVAN DANIEL ARNOSTI;;;M;RUA DOUTOR OLYNTHO RODRIGUES DANTAS;343;ENCRUZILHADA;11070100;-23.95322;-46.32958
354850;SP;SANTOS;3618889;RUY DUARTE DE ALMEIDA;RUY DUARTE DE ALMEIDA;;;M;AVENIDA DONA ANA COSTA;466;GONZAGA;11060002;-23.94517;-46.33019
354850;SP;SANTOS;5368480;SANTOS CLINICA COOPERATIVA DE TRABALHO MEDICO;SANTOS CLINICA COOPERATIVA DE TRABALHO MEDICO;58270182000109;;M;RUA PARA;82;CAMPO GRANDE;11075410;-23.95634;-46.33273
354850;SP;SANTOS;7156391;MARIA FERNANDA SANTOS PERES;MARIA FERNANDA SANTOS PERES;;;M;AVENIDA DOUTOR BERNARDINO DE CAMPOS;562;POMPEIA;11065002;-23.95828;-46.33779
354850;SP;SANTOS;5458587;GILBERTO ANTUNES ALVAREZ;GILBERTO ANTUNES ALVAREZ;;;M;RUA TOLENTINO FILGUEIRAS;60;GONZAGA;11065200;-23.96466;-46.33136
354850;SP;SANTOS;3887707;BRAGA ZOLETTI SERVICOS MEDICOS LTDA;BRAGA ZOLETTI SERVICOS MEDICOS LTDA;02832515000183;;M;AVENIDA CONSELHEIRO NEBIAS;793;BOQUEIRAO;11045003;-23.94581;-46.32172
354850;SP;SANTOS;5230233;UNIDADE DE SAUDE DA FAMILIA AREIA BRANCA;MUNICIPIO DE SANTOS;;58200015000183;M;RUA FRANCISCO LOURENCO GOMES;S/N;AREIA BRANCA;11086250;-23.961;-46.334
354850;SP;SANTOS;5230292;ADRIANA NISHI NOGUEIRA SANTANA;ADRIANA NISHI NOGUEIRA SANTANA;;;M;RUA ALEXANDRE HERCULANO;154;BOQUEIRAO;11050031;-23.95916;-46.32752
354850;SP;SANTOS;5230373;JOAO ANTONIO MICHELETTI;JOAO ANTONIO MICHELETTI;;;M;AVENIDA CONSELHEIRO NEBIAS;688;BOQUEIRAO;11045002;-23.96050;-46.32318
354850;SP;SANTOS;7136846;MARIA CECILIA JUSTO NASCIMENTO CAMPEDELLI;MARIA CECILIA JUSTO NASCIMENTO CAMPEDELLI;;;M;AVENIDA ANA COSTA;493;GONZAGA;11060003;-23.94803;-46.33041
354850;SP;SANTOS;7091893;PASTEUR MEDICINA DIAGNOSTICA;EINSTEIN IMAGENS MEDICAS LTDA;11275218000175;;M;AV CONSELHEIRO NEBIAS;741;BOQUEIRAO;11045003;-23.96568;-46.32353
354850;SP;SANTOS;7088701;LUCIANA GONCALVES PASCOALINO;LUCIANA GONCALVES PASCOALINO;;;M;R DR CARVALHO DE MENDONCA;230;VILA BELMIRO;11070101;-23.95480;-46.34307
354850;SP;SANTOS;3612236;INSTITUTO SANTISTA DE OTORRINOLARINGOLOGIA SC LTDA;INSTITUTO SANTISTA DE OTORRINOLARINGOLOGIA SC LTDA;04519380000126;;M;RUA PAULO AUGUSTO BUENO WOLF;01;PONTA DA PRAIA;11030181;-23.961;-46.334
354850;SP;SANTOS;3923940;CENTRO DE REABILITACAO E HIDROTERAPIA SAINT RAPHAEL S C LTDA;CENTRO DE REABILITACAO E HIDROTERAPIA SAINT RAPHAEL S C LTDA;04735264000144;;M;RUA OSWALDO COCHRANE;231;EMBARE;11040111;-23.97093;-46.31345
354850;SP;SANTOS;3611477;JOSE HENRIQUE VEIGA;JOSE HENRIQUE VEIGA;;;M;AVENIDA DOUTOR PEDRO LESSA;2706;EMBARE;11025002;-23.96684;-46.31542
354850;SP;SANTOS;5689821;SEN MEDICINA;SEN MEDICINA AVANCADA LTDA;10447379000136;;M;AVENIDA WASHINGTON LUIS;316;GONZAGA;11055000;-23.96476;-46.32396
354850;SP;SANTOS;3484610;OTORRINO CENTER LTDA;OTORRINO CENTER LTDA;57737876000132;;M;RUA PERNANBUCO;95;GONZAGA;11065050;-23.96478;-46.33743
354850;SP;SANTOS;5860563;OSVALDO GOMES JUNIOR;OSVALDO GOMES JUNIOR;;;M;RUA AZEVEDO SODRE;156;GONZAGA;11055051;-23.96627;-46.33067
354850;SP;SANTOS;2043971;UNIDADE DE SAUDE DA FAMILIA DO VALONGO;MUNICIPIO DE SANTOS;;58200015000183;M;RUA PROFESSORA MARIA NEUSA CUNHA;S/N;VALONGO;11085010;-23.961;-46.334
354850;SP;SANTOS;5142822;NEOFISIO FISIOTERAPIA LTDA;NEOFISIO FISIOTERAPIA LTDA;08170124000127;;M;AVENIDA SENADOR PINHEIRO MACHADO;420;MARAPE;11075000;-23.94590;-46.33440
354850;SP;SANTOS;3795527;HELGA TABOSA GROPP PAES DE BARROS;HELGA TABOSA GROPP PAES DE BARROS;;;M;RUA OTHON FELICIANO;02;GONZAGA;11060010;-23.96811;-46.33337
354850;SP;SANTOS;3560783;CONSULTORIO ODONTOLOGICO CARLA FRANCISCO;CARLA FRANCISCO;;;M;PRACA DA INDEPENDENCIA;11;GONZAGA;11060100;-23.96749;-46.33328
354850;SP;SANTOS;3290344;VERA LUCIA OSORIO DA FONSECA;VERA LUCIA OSORIO DA FONSECA;;;M;AV ANA COSTA;121;VILA MATIAS;11050220;-23.94321;-46.32988
354850;SP;SANTOS;2029677;VITACORDIS SANTOS;VITACORDIS INSTITUTO DE METODOS DIAG EM MEDICINA SS LTDA EPP;00034238000138;;M;RUA DOUTOR OLYNTHO RODRIGUES DANTAS;343;ENCRUZILHADA;11050220;-23.95322;-46.32958
354850;SP;SANTOS;7065663;ALEC SANDRA FARIA DOS SANTOS;ALEC SANDRA FARIA DOS SANTOS;;;M;RUA ALBERTO BACARAT;34;BOQUEIRAO;11050071;-23.961;-46.334
354850;SP;SANTOS;7071124;ARMANDO BUENO DE CAMARGO;ARMANDO BUENO DE CAMARGO;;;M;AVENIDA WASHINGTON LUIZ;148;ENCRUZILHADA;11050200;-23.95699;-46.32628
354850;SP;SANTOS;5794072;CLINICA DE CIR PLAS MED EST RICARDO P PERRONE S C LTDA;CLINICA DE CIR PLAS MED EST RICARDO P PERRONE S C LTDA;03790455000146;;M;AVENIDA SIQUEIRA CAMPOS;611;EMBARE;11045201;-23.96052;-46.31239
354850;SP;SANTOS;5567327;PATRICIA ALEXANDRA BACCI PRANDO;PATRICIA ALEXANDRA BACCI PRANDO;;;M;AVENIDA DONA ANA COSTA;438;GONZAGA;11060002;-23.96601;-46.33312
354850;SP;SANTOS;3286711;CENTRO INTEGRADO DE ORTOPEDIA E REABILITACAO EIRELI ME;CENTRO INTEGRADO DE ORTOPEDIA E REABILITACAO EIRELI ME;22684821000127;;M;AVENIDA DONA ANA COSTA;221;ENCRUZILHADA;11060904;-23.94517;-46.33019
354850;SP;SANTOS;2050390;UNIDADE DA SAUDE DA FAMILIA DO MORRO SAO BENTO;MUNICIPIO DE SANTOS;;58200015000183;M;RUA DAS PEDRAS;S/N;MORRO SAO BENTO;11082160;-23.961;-46.334
354850;SP;SANTOS;5537886;GUSTAVO CINTRA MATHIAS;GUSTAVO CINTRA MATHIAS;;;M;AVENIDA DONA ANA COSTA;374;GONZAGA;11060001;-23.94517;-46.33019
354850;SP;SANTOS;5459230;ASPASIA ANGELICA FERREIRA ALBUQUERQUE;ASPASIA ANGELICA FERREIRA ALBUQUERQUE;;;M;AVENIDA PRESIDENTE WILSON;07;GONZAGA;11065200;-23.96866;-46.37571
354850;SP;SANTOS;2042886;SECAO PRONTO SOCORRO DA ZONA ORLA INTERMEDIARIA SEPROS ZOI;MUNICIPIO DE SANTOS;;58200015000183;M;AVENIDA AFONSO PENA;386;EMBARE;11020000;-23.97163;-46.30227
354850;SP;SANTOS;5549019;SECAO DE ATENDIMENTO DOMICILIAR SEADOMI;MUNICIPIO DE SANTOS;;58200015000183;M;RUA BARAO DE PARANAPIACABA;241;ENCRUZILHADA;11050251;-23.95663;-46.33150
354850;SP;SANTOS;5714206;MEDICINA HIPERBARICA DE SANTOS LTDA;MEDICINA HIPERBARICA DE SANTOS LTDA;05660104000146;;M;AVENIDA DONA ANA COSTA;193;VILA MATHIAS;11060001;-23.95003;-46.33076
354850;SP;SANTOS;5714257;DANILO PATRAO ASSIS FILHO;DANILO PATRAO ASSIS FILHO;;;M;AVENIDA CONSELHEIRO NEBIAS;730;BOQUEIRAO;11045002;-23.94581;-46.32172
354850;SP;SANTOS;5716632;EVANDRO BALTHAZAR SILVEIRA TROCOLI;EVANDRO BALTHAZAR SILVEIRA TROCOLI;;;M;AVENIDA CONSELHEIRO NEBIAS;730;ENCRUZILHADA;11045002;-23.94581;-46.32172
354850;SP;SANTOS;5716659;CONDE NUCLEO;NUCLEO SANTISTA DE REPRODUCAO HUMANA LTDA;06893924000140;;M;RUA ALEXANDRE HERCULANO;83;BOQUEIRAO;11050030;-23.95902;-46.33032
354850;SP;SANTOS;5717434;SANTOS NEUROCIRURGIA LTDA;SANTOS NEUROCIRURGIA LTDA;09320143000155;;M;RUA ALEXANDRE HERCULANO;197;BOQUEIRAO;11050030;-23.95902;-46.33032
354850;SP;SANTOS;2054191;SECAO ATENCAO ESPECIALIZADA DST AIDS HEPATITE TB CCA ADOLESC;MUNICIPIO DE SANTOS;;58200015000183;M;RUA SILVA JARDIM;94;VILA NOVA;11020150;-23.961;-46.334
354850;SP;SANTOS;2054205;SEUB DE SAUDE DO GONZAGA;MUNICIPIO DE SANTOS;;58200015000183;M;RUA DOUTOR ASSIS CORREA;17;GONZAGA;11055310;-23.961;-46.334
354850;SP;SANTOS;2054256;UNIDADE DE SAUDE DA FAMILIA DA ALEMOA E CHICO DE PAULA;MUNICIPIO DE SANTOS;;58200015000183;M;RUA DONA AFONSINA PROOST DE SOUZA;S/N;CHICO DE PAULA;11085320;-23.961;-46.334
354850;SP;SANTOS;3295532;CLINICA FONIATRICA DE SANTOS S C LTDA;CLINICA FONIATRICA DE SANTOS S C LTDA;01482079000105;;M;AVENIDA DONA ANA COSTA;259;ENCRUZILHADA;11060001;-23.94517;-46.33019
354850;SP;SANTOS;5601738;CLINICA DE ORTOPEDIA E FISIOTERAPIA PADRE ANCHIETA SC LTDA;CLINICA DE ORTOPEDIA E FISIOTERAPIA PADRE ANCHIETA SC LTDA;55671689000259;;M;AVENIDA DONA ANA COSTA;361;GONZAGA;11060002;-23.94517;-46.33019
354850;SP;SANTOS;2072807;CLINICA BRASIL DE ULTRASSONOGRAFIA SANTOS;SOCIEDADE DE RADIO E ULTRASSON LITORAL PAULISTA LTDA;54355094000221;;M;AVENIDA DONA ANA COSTA;259;ENCRUZILHADA;11060001;-23.94517;-46.33019
354850;SP;SANTOS;3054527;SECAO INSTITUTO DA MULHER E GESTANTE SEIMGE;MUNICIPIO DE SANTOS;;58200015000183;M;AVENIDA CONSELHEIRO NEBIAS;455;ENCRUZILHADA;11045001;-23.94581;-46.32172
354850;SP;SANTOS;3057038;HOMEACCUS MEDICINA NATURAL;P VILLELA E VILLELA SC LTDA;04949374000109;;M;RUA OTHON FELICIANO;02;GONZAGA;11060010;-23.96811;-46.33327
354850;SP;SANTOS;2036452;SINDICATO DOS RODOVIARIOS DE SANTOS;SINDICATO DOS TRAB EM TRANSPORTES RODOV DE SANTOS E REGIAO;58194572000139;;M;AVENIDA CONSELHEIRO NEBIAS;262;VILA MATHIAS;11015002;-23.94581;-46.32172
354850;SP;SANTOS;2036460;SEUB DE SAUDE DO MARAPE;MUNICIPIO DE SANTOS;;58200015000183;M;RUA SAO JUDAS TADEU;115;MARAPE;11070040;-23.95422;-46.35021
354850;SP;SANTOS;3120880;CLINICA MEDICA ANA COSTA SC LTDA;CLINICA MEDICA ANA COSTA SC LTDA;03806987000124;;M;AVENIDA AFONSO PENA;312;EMBARE;11020000;-23.95792;-46.32188
354850;SP;SANTOS;2040484;CAPS CENTRO;MUNICIPIO DE SANTOS;;58200015000183;M;AVENIDA CONSELHEIRO RODRIGUES ALVES;236;MACUCO;11015200;-23.95596;-46.31990
354850;SP;SANTOS;2029308;UNIDADE DE SAUDE DA FAMILIA MARTINS FONTES;MUNICIPIO DE SANTOS;;58200015000183;M;RUA DONA LUIZA MACUCO;40;VILA NOVA;11010150;-23.961;-46.334
354850;SP;SANTOS;2025760;HOSPITAL ANA COSTA;HOSPITAL ANA COSTA SA;68253731000182;;M;RUA PEDRO AMERICO;60;CAMPO GRANDE;11075400;-23.95742;-46.33518
354850;SP;SANTOS;2061163;SINDICATO DOS METALURGICOS CUBATAO;SINDICATO DOS TRABALHADORES IND NAVAL DE CUBATAO;58194333000189;;M;AVENIDA DONA ANA COSTA;55;VILA MATHIAS;11060001;-23.94517;-46.33019
354850;SP;SANTOS;2061171;SEUB DE SAUDE DO JOSE MENINO POMPEIA;MUNICIPIO DE SANTOS;;58200015000183;M;AVENIDA MARECHAL FLORIANO PEIXOTO;201;POMPEIA;11060303;-23.961;-46.334
354850;SP;SANTOS;2062283;SECAO DE VIGIL E REFERENCIA EM SAUDE DO TRABALHADOR SEVREST;MUNICIPIO DE SANTOS;;58200015000183;M;AVENIDA SENADOR PINHEIRO MACHADO;565;VILA BELMIRO;11075000;-23.94545;-46.33367
354850;SP;SANTOS;2064456;SECAO DE RECUPERACAO E FISIOTERAPIA ZONA ORLA INTERMEDIARIA;MUNICIPIO DE SANTOS;;58200015000183;M;AVENIDA CONSELHEIRO NEBIAS;267;VILA NOVA;11015003;-23.94581;-46.32172
354850;SP;SANTOS;2064480;UNIDADE DA SAUDE DA FAMILIA DO JABAQUARA;MUNICIPIO DE SANTOS;;58200015000183;M;RUA VASCO DA GAMA;32;JABAQUARA;11013590;-23.961;-46.334
354850;SP;SANTOS;2078740;HOSPITAL SAO LUCAS DE SANTOS;HOSPITAL SAO LUCAS DE SANTOS LTDA;58213380000122;;M;AVENIDA DONA ANA COSTA;168;VILA BELMIRO;11060000;-23.94517;-46.33019
354850;SP;SANTOS;5691346;FABIANA GODINHO COSTA;FABIANA GODINHO COSTA;;;M;RUA FRANCISCO DE SOUZA DANTAS;20;MARAPE;11070160;-23.95817;-46.34552
354850;SP;SANTOS;2034840;SEUB DE SAUDE DA APARECIDA;MUNICIPIO DE SANTOS;;58200015000183;M;AV PEDRO LESSA;1728;APARECIDA;11025002;-23.961;-46.334
354850;SP;SANTOS;2034913;NUCLEUS;NUCLEUS UNIDADE CLIN E DIAGNOSTICA SC LTDA;02797257000141;;M;AVENIDA DONA ANA COSTA;493;GONZAGA;11060003;-23.94517;-46.33019
354850;SP;SANTOS;2058189;BOTURAO MEDICINA LABORATORIAL;LABORATORIO CLINICO HELIO R BOTURAO LTDA;51681815000114;;M;AVENIDA DONA ANA COSTA;361;GONZAGA;11060003;-23.94517;-46.33019
354850;SP;SANTOS;5673666;UNIDADE DE SAUDE DA FAMILIA DO MORRO JOSE MENINO SANTOS;MUNICIPIO DE SANTOS;;58200015000183;M;RUA DR CARLOS ALBERTO CURADO;77;JOSE MENINO;11065710;-23.961;-46.334
354850;SP;SANTOS;3260461;CLINICA MEDICA NOSSA SENHORA DO MONTE SERRAT;CLINICA MEDICA NOSSA SENHORA DO MONTE SERRAT;57730707000170;;M;AVENIDA DOUTOR BERNARDINO DE CAMPOS;562;POMPEIA;11065002;-23.95828;-46.33779
354850;SP;SANTOS;2029316;CEDITE SANTOS;CEDITE CENTRO DE DIAGNOSTICO E TERAPEUTICA SC LTDA;00970452000104;;M;RUA JOAQUIM TAVORA;93;VILA MATHIAS;11075300;-23.94856;-46.33664
